Model,Persona ID,Persona Name,Profile details,Name,Age,Gender,Personality Traits,Domain of work,Years of Exp.,Location,Education Level,Devices and technologies use,Reason(s),Y / N
Llama-3-8B,P4,Fatima Aliyev,"Fatima Aliyev, 45yo, Education Management. Supportive, analytical",Fatima Aliyev,45,Female,"Supportive, analytical",Education Management,20,Azerbaijan,Master's in Education,"['Tablet', 'Smartwatch']",,No
Llama-3-8B,P4,Kaitlyn Wong,"Kaitlyn Wong, 25yo, Sustainability Consulting. Creative, adventurous",Kaitlyn Wong,25,Non-binary,"Creative, adventurous",Sustainability Consulting,4,Australia,Bachelor's in Environmental Science,"['Smartphone', 'Portable charger']","Their creative and adventurous personality traits may make them more susceptible to taking risks and clicking on suspicious links, making them more vulnerable to phishing attacks.",Yes
Llama-3-8B,P4,Rashid Ahmed,"Rashid Ahmed, 32yo, Software Development. Outgoing, curious",Rashid Ahmed,32,Male,"Outgoing, curious",Software Development,8,Pakistan,Bachelor's in Computer Science,"['Smartphone', 'Laptop']",,No
Llama-3-8B,P4,Fatima Aliyev,"Fatima Aliyev, 45yo, Education Management. Supportive, analytical",Fatima Aliyev,45,Female,"Supportive, analytical",Education Management,20,Azerbaijan,Master's in Education,"['Tablet', 'Smartwatch']",,No
Llama-3-8B,P4,Kaitlyn Wong,"Kaitlyn Wong, 25yo, Sustainability Consulting. Creative, adventurous",Kaitlyn Wong,25,Non-binary,"Creative, adventurous",Sustainability Consulting,4,Australia,Bachelor's in Environmental Science,"['Smartphone', 'Portable charger']","Kaitlyn's personality trait of being 'creative, adventurous' might make them more likely to click on suspicious links or download attachments from unknown senders, and their limited experience in sustainability consulting might make them more trusting of unfamiliar emails.",Yes
Llama-3-8B,P4,Rashid Ahmed,"Rashid Ahmed, 32yo, Software Development. Outgoing, curious",Rashid Ahmed,32,Male,"Outgoing, curious",Software Development,8,Pakistan,Bachelor's in Computer Science,"['Smartphone', 'Laptop']",,No
Llama-3-8B,P4,Fatima Aliyev,"Fatima Aliyev, 45yo, Education Management. Supportive, analytical",Fatima Aliyev,45,Female,"Supportive, analytical",Education Management,20,Azerbaijan,Master's in Education,"['Tablet', 'Smartwatch']",,No
Llama-3-8B,P4,Kaitlyn Wong,"Kaitlyn Wong, 25yo, Sustainability Consulting. Creative, adventurous",Kaitlyn Wong,25,Non-binary,"Creative, adventurous",Sustainability Consulting,4,Australia,Bachelor's in Environmental Science,"['Smartphone', 'Portable charger']","Agent 3, Kaitlyn Wong, is more vulnerable to phishing due to their creative and adventurous personality, which might make them more prone to curiosity and impulsiveness, leading them to click on suspicious links or download attachments from unknown sources. They also have limited experience in their domain, which might make them more trusting of unknown emails and messages.",Yes
Llama-3-8B,P4,Rashid Ahmed,"Rashid Ahmed, 32yo, Software Development. Outgoing, curious",Rashid Ahmed,32,Male,"Outgoing, curious",Software Development,8,Pakistan,Bachelor's in Computer Science,"['Smartphone', 'Laptop']",,No
Llama-3-8B,P4,Fatima Aliyev,"Fatima Aliyev, 45yo, Education Management. Supportive, analytical",Fatima Aliyev,45,Female,"Supportive, analytical",Education Management,20,Azerbaijan,Master's in Education,"['Tablet', 'Smartwatch']",,No
Llama-3-8B,P4,Kaitlyn Wong,"Kaitlyn Wong, 25yo, Sustainability Consulting. Creative, adventurous",Kaitlyn Wong,25,Non-binary,"Creative, adventurous",Sustainability Consulting,4,Australia,Bachelor's in Environmental Science,"['Smartphone', 'Portable charger']","Kaitlyn's creative and adventurous personality might make them more susceptible to phishing, as they may be more likely to click on links or provide information without verifying the authenticity of the source.",Yes
Llama-3-8B,P4,Rashid Ahmed,"Rashid Ahmed, 32yo, Software Development. Outgoing, curious",Rashid Ahmed,32,Male,"Outgoing, curious",Software Development,8,Pakistan,Bachelor's in Computer Science,"['Smartphone', 'Laptop']",,No
Llama-3-8B,P4,Fatima Aliyev,"Fatima Aliyev, 45yo, Education Management. Supportive, analytical",Fatima Aliyev,45,Female,"Supportive, analytical",Education Management,20,Azerbaijan,Master's in Education,"['Tablet', 'Smartwatch']",,No
Llama-3-8B,P4,Kaitlyn Wong,"Kaitlyn Wong, 25yo, Sustainability Consulting. Creative, adventurous",Kaitlyn Wong,25,Non-binary,"Creative, adventurous",Sustainability Consulting,4,Australia,Bachelor's in Environmental Science,"['Smartphone', 'Portable charger']","Kaitlyn's creative and adventurous personality, combined with their relatively low experience in the field (4 years), may make them more prone to curiosity-driven clicks on phishing links, potentially exposing their devices and credentials to attackers.",Yes
Llama-3-8B,P4,Rashid Ahmed,"Rashid Ahmed, 32yo, Software Development. Outgoing, curious",Rashid Ahmed,32,Male,"Outgoing, curious",Software Development,8,Pakistan,Bachelor's in Computer Science,"['Smartphone', 'Laptop']",,No
Llama-3-8B,P4,Fatima Aliyev,"Fatima Aliyev, 45yo, Education Management. Supportive, analytical",Fatima Aliyev,45,Female,"Supportive, analytical",Education Management,20,Azerbaijan,Master's in Education,"['Tablet', 'Smartwatch']",,No
Llama-3-8B,P4,Kaitlyn Wong,"Kaitlyn Wong, 25yo, Sustainability Consulting. Creative, adventurous",Kaitlyn Wong,25,Non-binary,"Creative, adventurous",Sustainability Consulting,4,Australia,Bachelor's in Environmental Science,"['Smartphone', 'Portable charger']","Kaitlyn's creative and adventurous personality may lead them to be more open-minded and trusting, making them more vulnerable to phishing attacks. Their limited experience in the industry (only 4 years) and lack of specific training in cybersecurity may also contribute to their vulnerability.",Yes
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet","Kaitlyn's optimistic personality and determination might make them more susceptible to phishing, as they may be more likely to trust and respond to enticing messages without thoroughly verifying the authenticity of the sender or the message.",Yes
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet","Kaitlyn's optimism and determination can make them more susceptible to phishing attacks, as they may be more likely to trust unfamiliar sources or click on suspicious links without thoroughly verifying them.",Yes
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop","Her curiosity and analytical nature make her more likely to engage with unknown emails or messages, and her creative personality might lead her to explore unfamiliar links or attachments.",Yes
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet",,No
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop","As a curious and analytical person, Fatima might be more likely to click on suspicious links or investigate unusual emails, potentially leading to phishing attacks. Additionally, her experience in software development might make her more comfortable with technology, but also less cautious when interacting with unfamiliar websites or emails.",Yes
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet",,No
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop","Fatima's curiosity and analytical nature may lead her to be more open to clicking on suspicious links or downloading attachments from unknown senders, making her more vulnerable to phishing attacks.",Yes
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet",,No
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop","Fatima's curiosity and analytical nature might lead her to be more likely to investigate and interact with suspicious emails or links, potentially making her more vulnerable to phishing attacks. Additionally, her relatively low experience in the software development domain might mean she's less aware of the latest phishing tactics and techniques.",Yes
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet",,No
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet","Kaitlyn's optimism and determination might make them more likely to click on suspicious links or provide sensitive information, as they may be more trusting of others. Additionally, their focus on sustainability and environmental engineering might make them less aware of the importance of cybersecurity.",Yes
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop","Fatima's curiosity and analytical nature might make her more likely to click on suspicious links or investigate unusual emails, making her more vulnerable to phishing attacks.",Yes
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet",,No
Llama-3-8B,P5,Ahmed Patel,"Ahmed Patel, 35yo, Artificial Intelligence Researcher. Logical, humorous, and entrepreneurial",Ahmed Patel,35,Male,"Logical, humorous, and entrepreneurial",Artificial Intelligence Researcher,10,India,Ph.D. in Computer Science,"Smartphone, Virtual Reality Headset",,No
Llama-3-8B,P5,Fatima Hassan,"Fatima Hassan, 28yo, Software Development. Curious, analytical, and creative",Fatima Hassan,28,Female,"Curious, analytical, and creative",Software Development,5,Egypt,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P5,Kaitlyn Chen,"Kaitlyn Chen, 42yo, Sustainability Consultant. Practical, optimistic, and determined",Kaitlyn Chen,42,Non-binary,"Practical, optimistic, and determined",Sustainability Consultant,15,Canada,Master's in Environmental Engineering,"Smartwatch, Tablet","Kaitlyn's optimistic personality might make them more susceptible to phishing attacks, as they may be more likely to click on links or respond to emails without verifying the authenticity of the sender or the content. Additionally, their experience in sustainability consulting might not have exposed them to the same level of cybersecurity threats as the other two agents, making them more vulnerable to phishing attacks.",Yes
